reference_date,target,horizon,location,output_type,output_type_id,value
2026-02-15,weekly incident influenza cases,0,SE,mean,,1404.000000
2026-02-15,weekly incident influenza cases,1,SE,mean,,1404.000000
2026-02-15,weekly incident influenza cases,2,SE,mean,,1404.000000
2026-02-15,weekly incident influenza cases,3,SE,mean,,1404.000000
2026-02-15,weekly incident influenza cases,0,SE-M,mean,,215.000000
2026-02-15,weekly incident influenza cases,1,SE-M,mean,,215.000000
2026-02-15,weekly incident influenza cases,2,SE-M,mean,,215.000000
2026-02-15,weekly incident influenza cases,3,SE-M,mean,,215.000000
2026-02-15,weekly incident influenza cases,0,SE-O,mean,,230.000000
2026-02-15,weekly incident influenza cases,1,SE-O,mean,,230.000000
2026-02-15,weekly incident influenza cases,2,SE-O,mean,,230.000000
2026-02-15,weekly incident influenza cases,3,SE-O,mean,,230.000000
