reference_date,target,horizon,location,output_type,output_type_id,value
2026-01-04,weekly incident influenza cases,0,SE,mean,,1682.000000
2026-01-04,weekly incident influenza cases,1,SE,mean,,1682.000000
2026-01-04,weekly incident influenza cases,2,SE,mean,,1682.000000
2026-01-04,weekly incident influenza cases,3,SE,mean,,1682.000000
2026-01-04,weekly incident influenza cases,0,SE-M,mean,,138.000000
2026-01-04,weekly incident influenza cases,1,SE-M,mean,,138.000000
2026-01-04,weekly incident influenza cases,2,SE-M,mean,,138.000000
2026-01-04,weekly incident influenza cases,3,SE-M,mean,,138.000000
2026-01-04,weekly incident influenza cases,0,SE-O,mean,,118.000000
2026-01-04,weekly incident influenza cases,1,SE-O,mean,,118.000000
2026-01-04,weekly incident influenza cases,2,SE-O,mean,,118.000000
2026-01-04,weekly incident influenza cases,3,SE-O,mean,,118.000000
